14	0.35714287	0.2857143	0.35714287	4	4	4	1	5	2	1	1	0	1	9.0	1	2
13	0.53846157	0.15384616	0.30769232	3	3	2	5	3	1	0	2	0	3	8.333333333333334	3	5
11	0.54545456	0.36363637	0.09090909	8	2	5	1	3	0	3	2	3	4	10.166666666666666	4	1
9	0.11111111	0.5555556	0.33333334	6	1	4	2	2	1	4	0	1	5	8.333333333333334	2	1
11	0.27272728	0.27272728	0.45454547	3	2	4	3	2	1	0	1	1	3	7.666666666666667	3	3
10	0.2	0.4	0.4	4	2	1	3	4	1	0	2	1	4	8.833333333333334	4	1
20	0.5	0.25	0.25	7	3	8	3	6	1	1	3	2	2	10.166666666666666	3	0
19	0.31578946	0.36842105	0.31578946	7	5	2	6	6	0	4	3	0	4	9.833333333333334	2	1
12	0.33333334	0.16666667	0.5	6	1	0	7	4	2	1	2	1	3	8.0	3	2
12	0.41666666	0.25	0.33333334	8	3	2	2	5	1	2	1	4	4	8.833333333333334	4	0
16	0.3125	0.4375	0.25	4	1	9	3	3	0	2	1	1	1	9.333333333333334	2	2
15	0.33333334	0.53333336	0.13333334	8	4	4	4	3	3	1	2	2	4	9.166666666666666	3	1
9	0.44444445	0.11111111	0.44444445	8	3	0	3	3	1	3	1	3	4	8.5	2	0
17	0.29411766	0.47058824	0.23529412	6	1	8	5	3	1	2	1	2	2	8.0	3	6
13	0.23076923	0.46153846	0.30769232	5	4	4	1	4	3	0	1	1	3	9.5	1	3
9	0.5555556	0.11111111	0.33333334	3	4	2	2	1	1	1	1	0	3	7.5	3	2
20	0.25	0.45	0.3	7	3	6	7	4	3	0	2	2	3	10.5	3	2
18	0.2777778	0.33333334	0.3888889	4	8	3	5	2	0	3	1	0	4	9.666666666666666	2	6
18	0.5	0.33333334	0.16666667	4	2	5	7	4	2	1	1	0	2	10.833333333333334	2	4
18	0.2777778	0.33333334	0.3888889	8	3	6	4	5	0	2	4	2	2	9.5	3	0
14	0.35714287	0.5714286	0.071428575	8	3	5	5	1	1	3	3	1	5	11.333333333333334	1	0
12	0.16666667	0.41666666	0.41666666	8	1	1	6	4	3	0	4	1	5	10.666666666666666	4	0
11	0.18181819	0.27272728	0.54545456	8	3	3	1	4	5	1	1	1	4	10.666666666666666	4	2
16	0.25	0.4375	0.3125	4	3	5	6	2	1	1	2	0	3	8.666666666666666	3	6
8	0.125	0.5	0.375	6	1	1	3	3	0	3	2	1	3	9.666666666666666	3	0
15	0.13333334	0.46666667	0.4	6	4	8	3	0	1	2	2	1	5	10.0	3	1
19	0.2631579	0.31578946	0.42105263	7	3	1	6	9	1	2	2	2	3	10.166666666666666	4	1
8	0.375	0.375	0.25	3	5	1	1	1	1	1	0	1	3	9.0	4	2
5	0.6	0.2	0.2	3	1	2	0	2	2	1	0	0	5	9.0	1	1
7	0.14285715	0.5714286	0.2857143	5	0	3	2	2	2	1	2	0	4	9.166666666666666	1	0
9	0.44444445	0.33333334	0.22222222	8	1	1	3	4	1	6	0	1	3	9.333333333333334	2	1
10	0.2	0.6	0.2	6	3	2	0	5	2	2	2	0	3	10.166666666666666	3	0
12	0.33333334	0.25	0.41666666	6	4	4	1	3	1	0	5	0	3	9.166666666666666	3	2
10	0.4	0.1	0.5	8	3	4	1	2	3	2	1	2	5	9.833333333333334	2	1
13	0.46153846	0.23076923	0.30769232	5	4	4	3	2	3	0	1	1	2	10.166666666666666	4	3
17	0.23529412	0.4117647	0.3529412	4	6	3	4	4	1	1	1	1	5	9.333333333333334	3	2
7	0.2857143	0.14285715	0.5714286	4	3	4	0	0	2	0	2	0	3	8.166666666666666	3	2
19	0.57894737	0.15789473	0.2631579	8	9	3	3	4	3	2	1	2	3	9.0	4	2
12	0.33333334	0.41666666	0.25	7	1	3	5	3	3	1	2	1	3	8.833333333333334	2	1
10	0.4	0.2	0.4	3	2	6	2	0	0	0	2	1	5	8.5	3	2
8	0.125	0.5	0.375	5	2	1	1	4	1	1	1	2	5	9.0	4	2
20	0.35	0.3	0.35	3	6	4	6	4	1	1	0	1	1	8.166666666666666	4	7
19	0.31578946	0.36842105	0.31578946	5	4	7	4	4	1	2	1	1	3	8.166666666666666	3	11
12	0.33333334	0.25	0.41666666	7	6	3	1	2	3	2	0	2	3	9.666666666666666	1	2
5	0.4	0.4	0.2	7	3	1	1	0	4	2	1	0	4	8.666666666666666	3	1
12	0.33333334	0.33333334	0.33333334	3	1	4	3	4	1	0	0	2	4	9.333333333333334	1	1
7	0.42857143	0.2857143	0.2857143	3	2	2	2	1	0	1	2	0	2	8.166666666666666	3	1
10	0.4	0.2	0.4	3	3	5	0	2	2	0	0	1	2	9.166666666666666	4	5
6	0.5	0.16666667	0.33333334	5	2	2	1	1	2	0	1	2	3	10.666666666666666	1	0
8	0.125	0.5	0.375	7	1	5	1	1	1	1	3	2	5	8.666666666666666	4	0
8	0.5	0.125	0.375	4	1	5	2	0	2	0	2	0	3	8.833333333333334	1	2
17	0.47058824	0.23529412	0.29411766	4	4	4	5	4	3	0	0	1	5	9.0	4	7
14	0.2857143	0.21428572	0.5	7	4	2	3	5	1	3	1	2	2	9.166666666666666	4	2
20	0.25	0.45	0.3	7	8	1	2	9	5	1	0	1	5	9.333333333333334	1	6
12	0.16666667	0.5833333	0.25	4	3	3	2	4	0	3	0	1	5	9.166666666666666	2	2
5	0.4	0.0	0.6	7	1	0	2	2	3	1	1	2	1	7.833333333333333	3	0
16	0.5	0.3125	0.1875	8	2	2	6	6	1	2	1	4	2	7.833333333333333	4	4
9	0.11111111	0.33333334	0.5555556	6	3	2	3	1	1	2	1	2	3	7.0	4	3
8	0.25	0.5	0.25	8	3	2	2	1	1	3	3	1	4	9.833333333333334	3	2
20	0.25	0.4	0.35	6	5	5	6	4	0	4	2	0	4	8.5	2	2
17	0.47058824	0.23529412	0.29411766	5	4	5	4	4	0	2	2	1	5	9.333333333333334	2	1
5	0.4	0.2	0.4	8	3	0	0	2	1	6	1	0	1	8.833333333333334	2	0
20	0.45	0.3	0.25	4	9	6	3	2	2	0	2	0	1	8.333333333333334	1	4
19	0.31578946	0.42105263	0.2631579	4	5	3	7	4	2	0	1	1	3	8.166666666666666	1	4
13	0.15384616	0.3846154	0.46153846	4	4	3	3	3	2	0	1	1	3	6.5	3	7
14	0.14285715	0.2857143	0.5714286	4	7	2	3	2	1	0	1	2	1	9.833333333333334	1	2
18	0.2777778	0.3888889	0.33333334	4	6	4	5	3	1	0	1	2	1	10.833333333333334	4	2
20	0.25	0.3	0.45	8	4	9	4	3	3	2	2	1	2	8.0	1	0
16	0.375	0.1875	0.4375	4	3	3	7	3	4	0	0	0	4	9.0	1	6
12	0.33333334	0.25	0.41666666	7	5	3	2	2	0	1	3	3	2	9.0	2	1
17	0.4117647	0.3529412	0.23529412	5	8	2	3	4	1	1	1	2	2	8.833333333333334	2	2
18	0.33333334	0.3888889	0.2777778	6	1	4	4	9	2	1	1	2	3	10.166666666666666	4	2
15	0.46666667	0.26666668	0.26666668	4	6	3	3	3	1	1	1	1	5	9.166666666666666	3	0
12	0.25	0.25	0.5	8	2	3	2	5	2	3	1	2	1	8.333333333333334	3	1
13	0.07692308	0.46153846	0.46153846	5	5	1	4	3	0	2	3	0	5	10.166666666666666	2	0
9	0.11111111	0.44444445	0.44444445	6	2	3	3	1	0	3	2	1	3	8.833333333333334	4	1
11	0.09090909	0.36363637	0.54545456	6	2	2	4	3	3	1	0	2	5	11.166666666666666	1	2
12	0.5	0.083333336	0.41666666	6	2	4	4	2	3	0	0	3	2	7.333333333333333	1	1
12	0.41666666	0.33333334	0.25	7	3	1	4	4	1	2	1	3	3	10.5	3	0
15	0.53333336	0.26666668	0.2	7	2	2	5	6	3	1	1	2	5	11.0	3	4
10	0.3	0.2	0.5	5	3	1	2	4	4	0	1	0	4	9.166666666666666	3	1
18	0.2777778	0.22222222	0.5	7	5	4	3	6	3	2	0	2	5	8.0	2	2
14	0.35714287	0.42857143	0.21428572	6	1	8	4	1	3	2	0	1	4	8.5	2	1
6	0.5	0.16666667	0.33333334	5	2	0	4	0	2	0	2	1	3	8.833333333333334	1	3
11	0.36363637	0.09090909	0.54545456	8	2	3	3	3	4	1	2	1	4	9.166666666666666	2	1
5	0.0	0.4	0.6	5	0	3	1	1	1	2	0	2	1	9.333333333333334	2	0
20	0.3	0.5	0.2	3	6	4	3	7	1	2	0	0	5	8.666666666666666	2	4
5	0.4	0.4	0.2	6	2	1	1	1	2	1	1	2	1	8.833333333333334	1	1
12	0.33333334	0.25	0.41666666	7	3	1	5	3	3	0	2	2	2	10.833333333333334	3	2
10	0.6	0.2	0.2	3	4	2	1	3	0	1	1	1	1	9.166666666666666	4	3
14	0.2857143	0.5	0.21428572	4	2	4	4	4	1	1	0	2	4	7.5	4	4
12	0.41666666	0.41666666	0.16666667	5	2	2	1	7	2	2	1	0	2	8.666666666666666	1	2
10	0.8	0.1	0.1	3	5	2	2	1	0	0	2	1	5	8.666666666666666	4	2
14	0.5714286	0.071428575	0.35714287	3	3	5	4	2	1	2	0	0	1	8.833333333333334	2	5
15	0.2	0.33333334	0.46666667	8	1	4	4	6	4	2	0	2	1	9.5	2	2
7	0.2857143	0.14285715	0.5714286	7	4	2	0	1	1	2	4	0	2	9.666666666666666	2	1
7	0.2857143	0.71428573	0.0	7	0	5	2	0	1	2	2	2	5	7.333333333333333	3	0
9	0.44444445	0.33333334	0.22222222	4	3	1	1	4	0	1	0	3	4	9.0	4	2
8	0.125	0.625	0.25	5	1	3	2	2	0	3	1	1	2	9.333333333333334	3	1
6	0.16666667	0.5	0.33333334	6	3	1	2	0	2	1	2	1	1	10.0	1	2
10	0.3	0.4	0.3	8	1	3	2	4	1	1	4	2	4	10.333333333333334	1	0
13	0.46153846	0.07692308	0.46153846	4	2	3	6	2	1	1	2	0	4	8.833333333333334	2	2
7	0.2857143	0.0	0.71428573	3	0	3	2	2	0	0	2	1	4	7.5	3	1
11	0.54545456	0.27272728	0.18181819	4	1	3	2	5	1	0	0	3	4	9.666666666666666	4	0
9	0.22222222	0.5555556	0.22222222	4	2	2	1	4	1	3	0	0	1	9.166666666666666	1	4
16	0.375	0.3125	0.3125	3	8	4	3	1	1	0	1	1	1	9.0	1	6
5	0.4	0.6	0.0	6	2	0	3	0	2	1	1	2	4	9.0	2	1
15	0.53333336	0.26666668	0.2	8	2	2	7	4	0	4	3	1	4	8.0	2	1
20	0.4	0.2	0.4	3	4	3	4	9	2	0	0	1	5	8.166666666666666	4	3
17	0.3529412	0.23529412	0.4117647	7	6	7	2	2	1	2	2	2	5	9.166666666666666	2	2
8	0.625	0.25	0.125	6	1	2	2	3	2	2	0	2	4	7.833333333333333	1	1
14	0.35714287	0.0	0.64285713	5	3	1	5	5	1	0	1	3	4	9.5	1	2
11	0.27272728	0.27272728	0.45454547	7	6	1	4	0	0	3	2	2	4	8.333333333333334	3	3
15	0.2	0.46666667	0.33333334	4	6	3	1	5	2	1	0	1	5	10.666666666666666	1	2
20	0.5	0.3	0.2	6	3	5	6	6	0	3	3	0	4	9.5	3	5
17	0.47058824	0.23529412	0.29411766	7	5	3	5	4	1	3	1	2	4	8.166666666666666	4	0
16	0.3125	0.3125	0.375	8	3	5	2	6	1	1	3	3	2	10.666666666666666	3	1
10	0.3	0.4	0.3	6	3	4	0	3	0	1	4	1	5	10.833333333333334	3	1
8	0.25	0.375	0.375	5	1	4	1	2	1	1	2	1	2	8.666666666666666	3	1
18	0.33333334	0.22222222	0.44444445	5	4	3	7	4	1	2	1	1	4	8.833333333333334	1	2
18	0.3888889	0.3888889	0.22222222	3	7	6	2	3	0	2	0	1	5	8.333333333333334	2	8
17	0.3529412	0.1764706	0.47058824	8	5	5	2	5	3	1	0	4	2	9.666666666666666	1	0
