20	0.4	0.4	0.2	8	6	5	3	6	2	2	4	0	2	8.0	1	2
8	0.375	0.375	0.25	6	4	0	1	3	0	2	2	2	1	9.666666666666666	3	0
10	0.2	0.6	0.2	5	2	3	1	4	1	1	2	1	1	7.833333333333333	4	3
12	0.25	0.25	0.5	7	4	2	5	1	0	3	2	2	3	9.5	2	2
17	0.3529412	0.4117647	0.23529412	6	5	2	8	2	1	2	1	2	5	9.333333333333334	3	3
11	0.45454547	0.09090909	0.45454547	5	2	2	3	4	2	0	2	1	2	8.666666666666666	1	0
9	0.22222222	0.44444445	0.33333334	8	3	2	1	3	2	2	0	4	1	8.166666666666666	1	1
14	0.42857143	0.14285715	0.42857143	3	6	2	6	0	0	2	0	1	2	9.666666666666666	4	2
18	0.44444445	0.22222222	0.33333334	3	4	6	5	3	0	1	1	1	2	9.333333333333334	3	3
20	0.25	0.2	0.55	7	3	8	4	5	1	1	1	4	4	9.166666666666666	4	1
16	0.3125	0.25	0.4375	6	3	2	6	5	2	2	0	2	3	7.5	2	3
20	0.15	0.35	0.5	6	8	7	1	4	2	1	2	1	5	8.166666666666666	3	2
9	0.11111111	0.22222222	0.6666667	7	4	1	3	1	3	3	0	1	1	10.666666666666666	1	1
14	0.21428572	0.071428575	0.71428573	5	5	2	1	6	1	1	2	1	3	8.5	1	2
19	0.21052632	0.36842105	0.42105263	5	3	5	2	9	3	1	1	0	5	10.0	1	1
10	0.7	0.1	0.2	3	1	3	4	2	0	1	2	0	3	8.5	2	4
7	0.42857143	0.42857143	0.14285715	6	1	2	1	3	0	2	2	2	4	8.666666666666666	2	2
17	0.3529412	0.5882353	0.05882353	5	2	4	5	6	0	0	4	1	5	9.166666666666666	3	0
8	0.0	0.375	0.625	5	2	2	1	3	2	1	2	0	3	8.666666666666666	2	2
8	0.375	0.375	0.25	6	2	3	1	2	1	0	2	3	3	9.666666666666666	1	4
7	0.2857143	0.14285715	0.5714286	8	1	1	4	1	3	0	2	3	1	9.0	3	0
11	0.45454547	0.09090909	0.45454547	7	3	5	0	3	2	2	3	0	2	8.0	3	3
14	0.35714287	0.21428572	0.42857143	4	4	3	2	5	0	3	1	0	1	7.5	2	4
18	0.22222222	0.3888889	0.3888889	8	4	4	7	3	2	3	3	0	4	9.666666666666666	3	1
5	0.0	0.4	0.6	4	0	1	3	1	2	0	2	0	5	7.666666666666667	1	3
13	0.23076923	0.30769232	0.46153846	4	5	2	4	2	0	0	3	1	1	7.833333333333333	4	2
17	0.47058824	0.29411766	0.23529412	3	8	5	3	1	1	2	0	0	5	10.5	1	5
20	0.4	0.3	0.3	8	4	5	4	7	1	1	2	4	4	9.5	4	2
11	0.36363637	0.27272728	0.36363637	4	2	0	4	5	0	1	2	1	3	9.333333333333334	3	2
5	0.6	0.4	0.0	6	1	0	1	3	3	0	2	1	5	9.833333333333334	3	0
16	0.1875	0.4375	0.375	8	2	3	6	5	2	2	1	3	4	10.0	3	2
8	0.375	0.5	0.125	4	3	1	1	3	0	0	2	2	4	9.0	4	2
14	0.071428575	0.5	0.42857143	3	4	3	2	5	0	0	2	1	1	8.166666666666666	4	6
14	0.42857143	0.35714287	0.21428572	6	4	5	4	1	3	2	0	1	5	9.5	2	2
12	0.41666666	0.41666666	0.16666667	5	0	6	2	4	1	0	2	2	4	10.166666666666666	3	3
7	0.2857143	0.42857143	0.2857143	4	4	1	2	0	0	0	1	3	1	9.666666666666666	4	1
8	0.375	0.5	0.125	7	1	3	3	1	3	1	1	2	2	8.833333333333334	4	1
6	0.0	0.6666667	0.33333334	3	3	0	2	1	1	1	0	1	5	10.333333333333334	2	0
15	0.33333334	0.4	0.26666668	6	5	3	4	3	0	4	1	1	3	11.5	2	0
13	0.23076923	0.23076923	0.53846157	4	4	3	3	3	1	2	0	1	2	10.166666666666666	1	2
5	0.2	0.0	0.8	4	1	3	1	0	1	2	1	0	5	8.666666666666666	2	2
5	0.4	0.4	0.2	5	1	2	1	1	2	1	0	2	5	9.833333333333334	1	0
7	0.71428573	0.0	0.2857143	8	4	1	2	0	2	3	2	1	3	8.5	2	0
16	0.3125	0.375	0.3125	8	3	4	4	5	4	1	2	1	4	8.666666666666666	3	1
12	0.16666667	0.25	0.5833333	7	3	3	4	2	3	1	1	2	2	9.833333333333334	2	3
16	0.1875	0.375	0.4375	8	4	6	2	4	1	3	1	3	5	10.666666666666666	4	1
13	0.15384616	0.46153846	0.3846154	4	6	2	2	3	2	1	0	1	3	8.0	1	4
14	0.35714287	0.35714287	0.2857143	6	1	7	4	2	1	1	2	2	1	10.0	4	2
5	0.2	0.4	0.4	4	2	0	1	2	0	1	3	0	1	10.333333333333334	3	1
19	0.36842105	0.2631579	0.36842105	7	4	4	5	6	2	0	4	1	2	8.5	1	2
10	0.4	0.2	0.4	5	2	2	3	3	1	2	0	2	4	9.166666666666666	1	2
14	0.14285715	0.5714286	0.2857143	7	0	2	5	7	1	1	2	3	4	10.166666666666666	2	0
16	0.25	0.4375	0.3125	8	3	3	4	6	2	2	2	2	4	7.333333333333333	4	4
13	0.15384616	0.46153846	0.3846154	8	6	3	1	3	3	4	0	1	1	8.833333333333334	2	1
18	0.16666667	0.5	0.33333334	5	2	6	6	4	0	3	1	1	1	9.5	3	2
18	0.33333334	0.22222222	0.44444445	3	7	5	4	2	0	1	1	1	1	7.333333333333333	3	5
8	0.375	0.0	0.625	4	1	5	1	1	2	1	1	0	2	10.333333333333334	1	2
10	0.2	0.3	0.5	5	3	2	4	1	3	0	1	1	1	9.5	4	2
15	0.2	0.4	0.4	6	3	4	5	3	2	0	2	2	2	9.5	1	2
9	0.5555556	0.33333334	0.11111111	7	1	4	1	3	3	0	3	1	1	7.666666666666667	3	2
20	0.2	0.5	0.3	6	4	5	2	9	3	1	2	0	4	7.166666666666667	1	4
12	0.41666666	0.16666667	0.41666666	4	3	5	2	2	2	0	0	2	5	7.666666666666667	1	3
6	0.5	0.33333334	0.16666667	3	2	2	1	1	0	0	1	2	1	9.333333333333334	4	4
20	0.3	0.3	0.4	5	8	4	3	5	2	2	1	0	2	10.333333333333334	2	3
11	0.36363637	0.45454547	0.18181819	5	3	1	6	1	1	4	0	0	5	9.833333333333334	2	0
16	0.25	0.3125	0.4375	5	4	3	5	4	0	2	2	1	3	8.166666666666666	4	4
6	0.16666667	0.33333334	0.5	6	1	1	3	1	3	0	2	1	1	8.0	1	1
7	0.2857143	0.5714286	0.14285715	4	3	1	3	0	3	0	1	0	2	8.5	1	1
9	0.22222222	0.44444445	0.33333334	7	1	1	5	2	3	0	2	2	1	8.333333333333334	3	3
15	0.46666667	0.2	0.33333334	7	5	3	3	4	3	2	1	1	4	8.333333333333334	1	5
13	0.23076923	0.30769232	0.46153846	6	3	4	4	2	1	1	0	4	4	8.666666666666666	4	2
10	0.3	0.2	0.5	7	3	0	5	2	1	5	1	0	5	10.5	1	3
14	0.14285715	0.2857143	0.5714286	3	2	5	2	5	0	1	0	2	3	9.333333333333334	4	1
15	0.2	0.2	0.6	7	3	6	3	3	1	2	3	1	2	8.5	4	1
5	0.2	0.6	0.2	8	2	1	2	0	2	1	4	1	2	9.666666666666666	4	1
9	0.5555556	0.33333334	0.11111111	7	3	3	2	1	1	3	1	2	2	10.333333333333334	4	0
5	0.8	0.0	0.2	3	1	2	0	2	1	0	1	1	5	6.5	3	1
5	0.6	0.4	0.0	6	2	1	1	1	2	0	1	3	2	9.5	1	1
15	0.13333334	0.4	0.46666667	8	5	4	4	2	1	2	1	4	3	10.333333333333334	4	0
14	0.42857143	0.35714287	0.21428572	8	1	3	5	5	5	0	1	2	5	7.166666666666667	3	4
5	0.4	0.4	0.2	3	0	2	2	1	0	2	1	0	4	10.333333333333334	2	1
17	0.5294118	0.3529412	0.11764706	4	3	5	4	5	2	0	2	0	5	10.333333333333334	1	1
15	0.13333334	0.26666668	0.6	7	5	3	4	3	0	1	4	2	5	8.0	4	2
14	0.5	0.2857143	0.21428572	8	3	4	3	4	3	1	2	2	5	9.333333333333334	4	1
6	0.33333334	0.33333334	0.33333334	3	2	1	1	2	3	0	0	0	2	9.166666666666666	1	0
11	0.54545456	0.27272728	0.18181819	3	6	0	1	4	2	1	0	0	4	10.166666666666666	2	2
11	0.18181819	0.45454547	0.36363637	3	2	5	1	3	1	1	0	1	4	10.0	1	2
16	0.375	0.375	0.25	3	5	3	3	5	0	1	1	1	4	7.833333333333333	3	2
19	0.31578946	0.31578946	0.36842105	8	6	3	6	4	1	2	2	3	3	6.666666666666667	4	2
17	0.23529412	0.47058824	0.29411766	4	5	5	3	4	2	1	1	0	3	10.0	1	4
8	0.125	0.375	0.5	7	3	2	2	1	1	0	4	2	5	6.833333333333333	3	0
16	0.4375	0.25	0.3125	6	7	4	1	4	1	0	4	1	5	10.0	3	1
8	0.5	0.0	0.5	4	3	2	2	1	1	3	0	0	2	6.5	2	2
20	0.3	0.3	0.4	8	3	5	7	5	2	2	1	3	1	9.0	4	2
14	0.35714287	0.21428572	0.42857143	7	3	3	3	5	1	1	0	5	4	8.166666666666666	1	2
14	0.42857143	0.21428572	0.35714287	6	1	2	6	5	1	3	1	1	3	9.833333333333334	2	2
8	0.5	0.25	0.25	3	0	2	5	1	0	0	2	1	3	9.166666666666666	3	1
8	0.375	0.5	0.125	7	3	3	0	2	1	2	1	3	4	10.166666666666666	4	0
5	0.4	0.4	0.2	4	1	1	2	1	0	0	0	4	1	9.666666666666666	4	0
17	0.1764706	0.47058824	0.3529412	6	4	5	5	3	2	1	2	1	5	9.0	3	7
18	0.2777778	0.3888889	0.33333334	4	4	4	4	6	0	0	2	2	5	7.5	4	7
17	0.4117647	0.29411766	0.29411766	8	4	4	4	5	2	1	1	4	1	9.5	4	1
20	0.35	0.4	0.25	7	4	3	5	8	1	6	0	0	5	9.5	2	2
13	0.3846154	0.53846157	0.07692308	6	5	0	3	5	2	0	2	2	5	8.5	1	1
10	0.2	0.5	0.3	4	4	1	2	3	0	1	1	2	3	8.5	2	3
20	0.35	0.4	0.25	8	2	4	8	6	2	2	3	1	1	11.0	2	1
16	0.375	0.375	0.25	8	4	2	4	6	1	3	2	2	5	8.5	2	0
20	0.4	0.15	0.45	3	5	2	6	7	1	1	1	0	5	9.166666666666666	3	8
8	0.25	0.5	0.25	4	3	1	3	1	1	2	0	1	5	9.333333333333334	4	1
8	0.25	0.5	0.25	5	2	3	2	1	2	0	2	1	2	10.333333333333334	3	0
15	0.2	0.4	0.4	5	6	1	5	3	0	2	2	1	3	8.5	2	3
18	0.3888889	0.16666667	0.44444445	5	5	9	1	3	2	1	0	2	3	9.333333333333334	4	1
7	0.14285715	0.42857143	0.42857143	8	2	3	2	0	2	2	0	4	3	7.0	2	3
13	0.3846154	0.3846154	0.23076923	5	3	3	4	3	2	1	1	1	1	8.5	3	3
9	0.22222222	0.22222222	0.5555556	5	3	2	1	3	0	1	0	4	2	8.666666666666666	2	3
14	0.2857143	0.2857143	0.42857143	4	4	5	5	0	1	3	0	0	3	9.666666666666666	2	1
9	0.44444445	0.11111111	0.44444445	7	3	4	1	1	1	1	3	2	3	8.666666666666666	2	1
11	0.18181819	0.6363636	0.18181819	3	2	0	5	4	0	1	2	0	2	8.833333333333334	3	2
9	0.11111111	0.44444445	0.44444445	3	0	4	3	2	0	1	2	0	2	9.166666666666666	3	2
12	0.33333334	0.083333336	0.5833333	4	2	4	3	3	2	0	1	1	5	9.333333333333334	4	2
18	0.33333334	0.11111111	0.5555556	4	6	5	4	3	0	2	2	0	2	9.333333333333334	2	5
12	0.5	0.16666667	0.33333334	5	2	6	1	3	1	0	2	2	5	10.5	3	3
17	0.3529412	0.4117647	0.23529412	7	1	6	3	7	2	3	0	2	2	10.333333333333334	4	1
14	0.35714287	0.5	0.14285715	3	5	3	2	4	1	0	2	0	1	10.5	3	3
11	0.45454547	0.09090909	0.45454547	6	4	5	1	1	0	4	2	0	5	7.666666666666667	2	3
8	0.375	0.125	0.5	7	1	3	3	1	1	2	0	4	5	9.166666666666666	4	1
13	0.30769232	0.23076923	0.46153846	7	2	4	3	4	4	3	0	0	3	9.833333333333334	1	3
9	0.6666667	0.11111111	0.22222222	5	2	2	1	4	0	1	3	1	4	9.0	2	4
9	0.44444445	0.22222222	0.33333334	5	3	2	2	2	0	3	1	1	5	9.0	2	3
12	0.41666666	0.25	0.33333334	4	2	2	5	3	1	0	2	1	4	11.0	3	1
8	0.125	0.625	0.25	3	2	2	1	3	0	1	0	2	4	9.0	4	3
15	0.26666668	0.33333334	0.4	7	5	6	2	2	0	1	1	5	5	8.5	4	1
15	0.33333334	0.4	0.26666668	4	4	5	2	4	1	0	1	2	5	7.5	4	6
9	0.33333334	0.22222222	0.44444445	3	3	3	2	1	0	1	1	1	3	9.833333333333334	3	3
11	0.72727275	0.09090909	0.18181819	5	3	3	3	2	0	1	2	2	2	8.0	4	0
15	0.33333334	0.06666667	0.6	3	4	6	3	2	1	1	0	1	4	8.833333333333334	4	3
12	0.33333334	0.41666666	0.25	4	2	5	3	2	0	3	0	1	1	9.333333333333334	2	3
10	0.4	0.6	0.0	7	1	2	2	5	2	1	4	0	5	8.0	1	6
5	0.0	0.4	0.6	4	3	1	0	1	2	2	0	0	4	7.166666666666667	1	2
5	0.6	0.0	0.4	7	2	2	1	0	2	2	1	2	5	9.0	1	0
16	0.25	0.375	0.375	6	4	5	5	2	1	1	1	3	5	9.833333333333334	3	3
14	0.5	0.071428575	0.42857143	4	4	2	5	3	0	2	1	1	1	8.0	2	3
7	0.2857143	0.2857143	0.42857143	6	2	4	0	1	3	1	2	0	2	8.5	2	2
9	0.33333334	0.6666667	0.0	4	2	3	0	4	1	0	2	1	1	8.833333333333334	3	2
6	0.0	0.6666667	0.33333334	3	0	2	0	4	0	1	2	0	2	8.666666666666666	3	2
18	0.44444445	0.33333334	0.22222222	8	2	6	5	5	0	3	1	4	4	9.0	2	0
13	0.46153846	0.23076923	0.30769232	5	2	3	3	5	1	0	2	2	1	7.833333333333333	3	4
18	0.33333334	0.3888889	0.2777778	3	4	7	4	3	2	0	0	1	3	8.0	1	10
19	0.31578946	0.31578946	0.36842105	4	4	2	6	7	0	3	1	0	5	10.0	2	4
20	0.45	0.25	0.3	3	5	5	8	2	1	1	0	1	3	7.5	4	5
13	0.23076923	0.3846154	0.3846154	7	5	5	2	1	0	2	5	0	1	9.666666666666666	3	0
6	0.33333334	0.33333334	0.33333334	4	1	2	2	1	1	1	1	1	4	8.833333333333334	3	0
18	0.22222222	0.44444445	0.33333334	5	5	2	6	5	0	2	2	1	1	7.833333333333333	2	2
5	0.2	0.4	0.4	6	1	0	2	2	0	3	1	2	4	8.5	4	1
10	0.4	0.3	0.3	7	2	3	3	2	2	3	2	0	1	8.0	1	1
8	0.125	0.125	0.75	5	1	2	4	1	1	0	2	2	5	9.333333333333334	4	0
10	0.3	0.5	0.2	6	2	0	4	4	3	0	0	3	4	10.333333333333334	4	0
9	0.22222222	0.5555556	0.22222222	3	1	3	3	2	1	1	1	0	5	7.5	3	1
8	0.25	0.5	0.25	8	2	0	3	3	1	0	3	4	5	8.833333333333334	1	1
5	0.0	0.6	0.4	7	1	2	1	1	3	1	2	1	2	8.333333333333334	3	1
13	0.15384616	0.30769232	0.53846157	3	3	4	3	3	0	0	1	2	2	10.666666666666666	4	1
9	0.5555556	0.22222222	0.22222222	4	1	1	4	3	1	0	1	2	2	9.166666666666666	4	2
8	0.375	0.375	0.25	4	2	3	0	3	2	2	0	0	5	9.833333333333334	2	0
18	0.33333334	0.33333334	0.33333334	3	5	7	1	5	1	0	2	0	1	11.5	1	3
12	0.083333336	0.16666667	0.75	5	3	3	3	3	3	1	0	1	5	9.5	4	3
11	0.36363637	0.09090909	0.54545456	6	2	4	3	2	1	3	0	2	4	8.333333333333334	2	2
17	0.5294118	0.23529412	0.23529412	6	0	4	3	10	1	2	2	1	2	9.333333333333334	2	2
20	0.3	0.3	0.4	6	6	5	5	4	2	3	0	1	1	8.333333333333334	4	6
18	0.44444445	0.22222222	0.33333334	6	4	3	7	4	0	1	1	4	3	8.166666666666666	4	1
